# water_k, water_j,reference_k
281.966656,104348921.8,275.894335
281.99157,88937800.53,276.177037
282.019909,71903143.18,276.474686
282.051396,62914167.08,276.782751
282.084761,54845808.72,277.09601
282.12108,47353670.6,277.40971
282.160586,40733238.35,277.71947
282.202611,15922571.87,278.019074
282.248211,-4529072.848,278.304833
282.296367,-21951919.12,278.573653
282.346175,-42151241.21,278.822977
282.397264,-28176349.16,279.049778
282.445891,-17079691.29,279.251798
282.491718,-3351247.23,279.42599
282.533916,9531434,279.570131
282.572002,25096569,279.679956
282.605201,37855946.87,279.754643
282.633286,52417312.72,279.792353
282.655675,66175086.31,279.791964
282.672114,94623057.04,279.753016
282.681062,120419922.7,279.674627
282.682744,142361623.8,279.556231
282.677745,162279895.8,279.397639
282.666832,157119302.8,279.1993
282.653349,154328064.8,278.962233
282.638668,150090532.9,278.690538
282.624346,142080493.4,278.441079
282.610801,124507510.1,278.237394
282.598904,102116341,278.069448
282.589091,78755524.45,277.9307
282.581444,58136152.93,277.816345
282.575705,114109046.5,277.705392
282.564868,171254921.2,277.598687
282.548841,224616453.5,277.496501
282.527986,270588929.6,277.399122
282.502994,300628886.8,277.291511
282.475333,328048814.4,277.177871
282.44525,353224233.8,277.060642
282.412959,376222985,276.941424
282.385173,340431612.6,276.846868
282.36517,307233282.7,276.771091
282.350038,273727330.4,276.711291
282.338349,237082226.5,276.666225
282.329565,252300802.6,276.618225
282.318419,271090196.7,276.569099
282.305321,286130559.1,276.520403
282.291097,301645922.7,276.472563
282.275905,319531114.1,276.422124
282.259649,334823152.8,276.370542
282.242682,349846627.2,276.318258
282.225043,367011850.9,276.265096
282.206538,364083610.4,276.214986
282.18905,358637917.4,276.167652
282.172681,355762682.4,276.122136
282.157445,353149115.6,276.078231
282.129086,618987204.9,275.892741
282.091944,619288734.5,275.743182
282.060531,612406236,275.615538
282.033088,609177288.1,275.502646
282.008012,607327339.1,275.401063
281.984553,567910043.2,275.319934
281.96577,528822502.5,275.256133
281.950615,485218497.9,275.20878
281.938884,439630311.9,275.177063
281.930346,383966358.3,275.156821
281.925644,326408352.4,275.147847
281.924532,267197179.1,275.149905
281.926816,206325388.7,275.162797
281.932346,197400359.6,275.166936
281.936098,189702359.7,275.165949
281.938776,185689957.2,275.161259
281.940468,177665517.8,275.154504
281.941854,151632605.4,275.149474
281.944704,122219242.3,275.146289
281.94907,96671906.26,275.144263
281.954405,71671276.1,275.143381
281.960622,82232811.98,275.139633
281.964444,92268482.68,275.133989
281.966603,99258785.21,275.127445
281.967738,109033553.4,275.119786
281.967763,115804988.4,275.110808
281.96713,122264405,275.100822
281.965933,128546775.6,275.090037
281.964245,134680363.7,275.078603
281.962124,178557364.1,275.05213
281.956158,220834584.6,275.015255
281.947278,259838696.1,274.970827
281.936206,297540718.5,274.920826
281.924008,259556406.3,274.945308
281.919435,218530545.7,275.041301
281.922416,179223801.6,275.19548
281.93245,144254634.8,275.396328
281.948745,123379366.8,275.631516
281.969594,105113194.1,275.893927
281.994508,89721344.53,276.176633
282.022846,72705487.69,276.474287
282.054329,63716585.35,276.782356
282.087692,55647868.43,277.095618
282.123937,48155422.68,277.409322
282.163372,41515780.12,277.719086
282.205327,16720836.81,278.018694
282.250856,-3716211.719,278.304457
282.298939,-21127768.16,278.573281
282.348673,-41316562.73,278.822609
282.399689,-27364694.28,279.049414
282.448245,-16291319.96,279.251437
282.494002,-2585483.216,279.425633
282.536133,10275272.01,279.569778
282.574154,25833257.76,279.679606
282.607289,38584273.81,279.754297
282.635311,53137741.9,279.79201
282.657638,66887059.82,279.791624
282.674016,95301142.41,279.75268
282.682906,121065115.2,279.674295
282.684533,142976563.3,279.555902
282.679483,162865327.6,279.397313
282.668521,157698722.8,279.198977
282.654989,154900896.8,278.961913
282.640261,150657214,278.690221
282.625892,142640664.9,278.440766
282.612301,125051145.9,278.237083
282.60036,102643711.7,278.06914
282.590504,79267230.42,277.930395
282.582816,58632786.5,277.816043
282.577038,114557238,277.705092
282.566165,171657179.4,277.598391
282.550107,224975334,277.496208
282.529226,270907876.1,277.398831
282.50421,300940938.9,277.291222
282.476526,328354888.2,277.177586
282.446422,353524492.3,277.060359
282.414208,376517571.6,276.941143
282.386788,340752987,276.84659
282.366985,307658324.8,276.770816
282.351949,274215940.8,276.711018
282.340301,237608782.6,276.665954
282.331529,252814134.5,276.617958
282.32038,271581719.5,276.568833
282.307273,286597810.6,276.52014
282.293039,302086577.1,276.472303
282.277834,319969069.5,276.421867
282.261563,335258198.9,276.370286
282.244581,350278272.4,276.318005
282.226925,367439838.2,276.264846
282.208405,364507819.5,276.214738
282.1909,359058300.8,276.167406
282.174588,356179248.1,276.121892
282.15942,353578558.1,276.07799
282.131178,619443512,275.892502
282.094067,619783969.6,275.742945
282.062671,612933838.3,275.615303
282.035236,609735414.3,275.502413
282.01016,607913757.1,275.400833
281.986695,568496150.6,275.319706
281.967904,529406753.7,275.255907
281.952739,485800392.5,275.208556
281.940998,440209448.5,275.176841
281.932461,384555526.2,275.156601
281.927769,327011057.3,275.147629
281.92667,267815729.7,275.149689
281.928966,206960769.4,275.162584
281.934505,198052621.2,275.166724
281.938263,190371016.4,275.165739
281.940945,186373153.2,275.161051
281.942639,178363356.4,275.154298
281.944024,152330719.3,275.14927
281.946876,122917437.6,275.146087
281.951245,97370710.34,275.144063
281.956584,72371103.16,275.143182
281.962804,82920448.59,275.139436
281.966631,92944947.57,275.133794
281.968795,99923219.09,275.127252
281.969935,109685944.9,275.119595
281.969964,116458818.6,275.110619
281.969334,122919607.6,275.100635
281.968141,129203003.2,275.089851
281.966455,135337432.2,275.078419
281.964336,179187833.2,275.051948
281.958375,221438331.7,275.015075
281.949502,260417276.1,274.970648
281.938437,298093357.5,274.920649
281.926248,260110842.4,274.945133
281.921682,219087030.9,275.041127
281.924669,179782007.7,275.195308
281.934708,144814330.1,275.396157
281.951007,123954383.1,275.631348
281.971857,105702358.8,275.89376
281.996772,90325294.59,276.176468
282.025109,73323861.84,276.474123
282.056589,64334953.93,276.782193
282.089949,56265902.76,277.095457
282.126139,48773166.25,277.409163
282.165518,42118718.7,277.718929
282.207419,17335901.84,278.018538
282.252893,-3089887.531,278.304303
282.30092,-20492731.86,278.573128
282.350599,-40673401.18,278.822458
282.401558,-26739260.42,279.049264
282.450058,-15683814.63,279.251289
282.495762,-1995385.798,279.425487
282.537842,10848486.04,279.569633
282.575813,26400975.42,279.679462
282.608898,39145560.63,279.754155
282.636872,53692955.44,279.79187
282.659151,67435770.05,279.791485
282.675482,95823748.21,279.752542
282.684328,121562382.6,279.674158
282.685913,143450526,279.555767
282.680822,163316559,279.397179
282.669823,158145332.4,279.198844
282.656254,155342440.2,278.961782
282.641489,151094028.3,278.690091
282.627084,143072473.4,278.440637
282.613458,125470219.5,278.236955
282.601483,103050258.6,278.069013
282.591594,79661712.89,277.93027
282.583874,59015660.66,277.815919
282.578065,114902776.6,277.704969
282.567166,171967314.4,277.598269
282.551084,225252033.8,277.496087
282.530181,271153794,277.398712
282.505148,301181548.3,277.291104
282.477447,328590895.5,277.177468
282.447326,353756022.6,277.060243
282.415426,376744735.2,276.941028
282.38818,341066702.8,276.846476
282.368462,308024554.9,276.770703
282.353464,274613853.1,276.710906
282.341828,238026273.8,276.665844
282.333053,253215659.6,276.617848
282.321898,271963459.5,276.568725
282.308781,286959328.6,276.520032
282.294536,302426822.2,276.472196
282.279321,320306856.4,276.421761
282.263038,335593538.3,276.370182
282.246043,350610878,276.317901
282.228375,367769561.7,276.264743
282.209842,364834595.6,276.214636
282.192325,359382107.7,276.167305
282.176057,356500100,276.121792
282.160941,353909171.5,276.07789
282.132787,619794498.4,275.892403
282.095699,620164757,275.742848
282.064316,613339425.4,275.615207
282.036886,610164399.5,275.502318
282.01181,608364435.8,275.400738
281.98834,568946551.4,275.319612
281.969543,529855698.3,275.255814
281.954371,486247503.9,275.208464
281.942621,440654424,275.17675
281.934087,385008196.1,275.156511
281.929402,327474125.8,275.147539
281.928312,268290978.8,275.149601
281.930617,207448959.6,275.162496
281.936164,198553793.5,275.166637
281.939928,190884797.9,275.165653
281.942612,186898117.6,275.160966
281.944306,178899582.5,275.154214
281.945692,152867165.9,275.149186
281.948545,123453956,275.146004
281.952917,97907707.04,275.14398
281.958258,72908897.18,275.143101
281.964481,83448885.92,275.139356
281.968312,93464810.61,275.133714
281.970479,100433846.7,275.127173
281.971623,110187327.5,275.119517
281.971656,116961316,275.110541
281.971029,123423168.3,275.100558
281.969837,129707359.6,275.089775
281.968153,135842442.5,275.078343
281.966037,179672406.7,275.051873
281.960079,221902373.1,275.015001
281.951211,260861979.9,274.970575
281.940152,298518128,274.920576
281.92797,260536999.4,274.945061
281.92341,219514767.8,275.041056
281.926401,180211072.2,275.195237
281.936444,145244543.6,275.396087
281.952746,124396377.4,275.631278
281.973598,106155232.7,275.893692
281.998512,90789537.48,276.1764
282.026848,73799195.97,276.474056
282.058326,64810287.23,276.782127
282.091684,56740982.34,277.095391
282.127832,49248025.31,277.409098
282.167168,42582196.38,277.718864
282.209028,17808723.3,278.018474
282.25446,-2608387.255,278.30424
282.302444,-20004509.76,278.573065
282.352079,-40178907.44,278.822396
282.402994,-26258372.05,279.049203
282.451452,-15216687.03,279.251228
282.497115,-1541619.644,279.425426
282.539155,11289293.11,279.569573
282.577088,26837579.66,279.679403
282.610136,39577243.26,279.754097
282.638072,54119991.35,279.791812
282.660315,67857828.35,279.791428
282.67661,96225750.98,279.752486
282.685421,121944917.2,279.674102
282.686974,143815154.9,279.555711
282.681853,163663721.8,279.397124
282.670825,158488960.8,279.19879
282.657227,155682192.3,278.961728
282.642434,151430163,278.690038
282.628002,143404777.8,278.440584
282.614348,125792744.9,278.236903
282.602346,103363164.3,278.068961
282.592433,79965353.69,277.930218
282.584688,59310386.64,277.815868
282.578856,115168781.2,277.704919
282.567936,172206081.3,277.598219
282.551835,225465074.7,277.496037
282.530917,271343148.3,277.398663
282.50587,301366828.5,277.291055
282.478156,328772644.8,277.17742
282.448022,353934337.1,277.060195
282.416368,376919699.2,276.940981
282.389257,341309200.5,276.846429
282.369606,308308013.5,276.770656
282.354638,274922003.6,276.71086
282.343012,238349667.2,276.665798
282.334235,253526718.7,276.617803
282.323073,272259201.7,276.56868
282.309949,287239403.8,276.519988
282.295695,302690410.9,276.472153
282.280472,320568532,276.421717
282.264181,335853307.8,276.370138
282.247177,350868518.8,276.317858
282.229499,368024958.9,276.264701
282.210955,365087698.4,276.214595
282.193429,359632899.2,276.167264
282.177193,356748591.3,276.121751
282.162115,354164868.1,276.07785
282.134026,620065236.7,275.892363
282.096956,620458154,275.742808
282.065582,613651725.6,275.615168
282.038156,610494559.8,275.502279
282.013079,608711169.7,275.400699
281.989606,569292979.2,275.319574
281.970804,530200936.1,275.255776
281.955626,486591278.7,275.208427
281.94387,440996515.9,275.176713
281.935336,385356171.8,275.156474
281.930657,327830068.2,275.147503
281.929574,268656260.3,275.149564
281.931886,207824167.7,275.16246
281.937439,198938961.7,275.166602
281.941207,191279641.9,275.165618
281.943893,187301542.9,275.160931
281.945588,179311651.2,275.154179
281.946974,153279394.8,275.149152
281.949828,123866235.7,275.14597
281.954201,98320354.67,275.143947
281.959545,73322162.16,275.143068
281.96577,83854968.16,275.139323
281.969603,93864312.75,275.133681
281.971773,100826261.1,275.12714
281.97292,110572646.6,275.119485
281.972956,117347501.1,275.110509
281.972331,123810242.7,275.100526
281.971142,130095168.3,275.089744
281.96946,136230893.3,275.078312
281.967345,180045262.1,275.051843
281.961391,222259528.1,275.01497
281.952527,261204320.9,274.970545
281.941473,298845168,274.920546
281.929296,260865131.7,274.945031
281.92474,219844125.7,275.041026
281.927735,180541449.1,275.195208
281.93778,145575792.9,275.396058
281.954084,124736677.9,275.63125
281.974937,106503884.6,275.893663
281.999852,91146912.92,276.176372
282.028187,74165077.76,276.474028
282.059663,65176135.58,276.782099
282.09302,57106602.36,277.095364
282.129134,49613442.92,277.409071
282.168438,42938853.88,277.718838
282.210265,18172569.85,278.018448
282.255665,-2237863.364,278.304214
282.303616,-19628814.57,278.573039
282.353218,-39798387.43,278.82237
282.4041,-25888322.93,279.049177
282.452525,-14857228.33,279.251203
282.498156,-1192444.005,279.425402
282.540166,11628495.39,279.569549
282.57807,27173546.59,279.679379
282.611088,39909421.76,279.754073
282.638996,54448592.96,279.791788
282.66121,68182598.47,279.791404
282.677478,96535087.31,279.752462
282.686263,122239271.8,279.674079
282.68779,144095730.3,279.555688
282.682646,163930856.2,279.397102
282.671595,158753374.5,279.198767
282.657976,155943622.2,278.961706
282.643162,151688808.5,278.690016
282.628708,143660474.9,278.440562
282.615033,126040916.4,278.236882
282.603011,103603932.8,278.06894
282.593078,80198992.21,277.930197
282.585315,59537164.64,277.815847
282.579464,115373458.5,277.704898
282.568528,172389799.7,277.598198
282.552414,225628997.6,277.496017
282.531483,271488845.2,277.398643
282.506426,301509390,277.291035
282.478701,328912488.9,277.177401
282.448558,354071537.7,277.060176
282.417092,377054321.3,276.940961
282.390086,341495752.4,276.84641
282.370486,308526062.2,276.770637
282.355541,275159039.5,276.710841
282.343922,238598424.6,276.665779
282.335143,253765986.4,276.617784
282.323977,272486686.1,276.568662
282.310847,287454836.2,276.51997
282.296587,302893161.4,276.472135
282.281358,320769810.5,276.4217
282.26506,336053119.6,276.370121
282.248048,351066692.8,276.317841
282.230363,368221406.7,276.264683
282.211812,365282380.9,276.214577
282.194277,359825803.5,276.167247
282.178067,356939726,276.121734
282.163018,354361534.6,276.077833
282.134979,620273451.9,275.892347
282.097922,620683785.6,275.742792
282.066556,613891888.1,275.615151
282.039132,610748452.2,275.502263
282.014055,608977803.4,275.400683
281.990579,569559374.4,275.319558
281.971773,530466413.8,275.25576
281.956591,486855629.5,275.208411
281.944829,441259571.1,275.176697
281.936297,385623750.1,275.156458
281.931622,328103768.1,275.147487
281.930545,268937134.9,275.149549
281.932862,208112667.5,275.162445
281.938419,199235112.2,275.166587
281.94219,191583224.7,275.165603
281.944878,187611717.1,275.160916
281.946573,179628465.1,275.154165
281.947959,153596326.8,275.149138
281.950814,124183202.9,275.145956
281.955189,98637602.38,275.143933
281.960534,73639883.24,275.143054
281.966761,84167166.63,275.139309
281.970596,94171452.42,275.133668
281.972769,101127952,275.127127
281.973918,110868883,275.119472
281.973956,117644403.9,275.110496
281.973333,124107828.6,275.100513
281.972145,130393316.6,275.089731
281.970465,136529531.1,275.0783
281.968351,180331904.4,275.05183
281.962399,222534093.1,275.014958
281.953539,261467489.8,274.970532
281.942488,299096566.3,274.920534
281.930315,261117361.2,274.945019
281.925762,220097288.7,275.041014
281.92876,180795386.6,275.195196
281.938807,145830392.3,275.396047
281.955113,124998225.6,275.631238
281.975967,106771842.5,275.893652
282.000881,91421567.1,276.176361
282.029215,74446261.18,276.474017
282.060691,65457285.53,276.782088
282.094046,57387569.45,277.095353
282.130135,49894247.5,277.40906
282.169413,43212926.19,277.718827
282.211217,18452166.13,278.018437
282.256591,-1953136.362,278.304203
282.304517,-19340114.14,278.573029
282.354094,-39505979.81,278.82236
282.404949,-25603961.97,279.049167
282.45335,-14581005.84,279.251193
282.498957,-924123.7246,279.425392
282.540943,11889151.51,279.569539
282.578824,27431716.35,279.679369
282.61182,40164680.23,279.754063
282.639706,54701102.72,279.791779
282.661898,68432163.93,279.791395
282.678144,96772792.87,279.752453
282.686909,122465464.9,279.67407
282.688418,144311335,279.555679
282.683255,164136132.4,279.397092
282.672188,158956560.3,279.198758
282.658551,156144515.3,278.961697
282.64372,151887562.3,278.690007
282.62925,143856963.3,278.440553
282.615559,126231622.3,278.236873
282.603522,103788950.2,278.068931
282.593574,80378531.03,277.930188
282.585796,59711431.98,277.815838
282.579932,115530743,277.70489
282.568983,172530978.9,277.59819
282.552858,225754965.3,277.496009
282.531918,271600807.2,277.398634
282.506853,301618943.1,277.291027
282.479121,329019954.4,277.177392
282.448969,354176972.2,277.060167
282.417649,377157774.8,276.940953
282.390723,341639152.9,276.846402
282.371163,308693693,276.77063
282.356235,275341277.8,276.710833
282.344621,238789681.4,276.665772
282.335842,253949951.8,276.617777
282.324672,272661595.4,276.568654
282.311538,287620482,276.519963
282.297273,303049058.9,276.472127
282.282039,320924578.7,276.421692
282.265736,336206762.5,276.370114
282.248718,351219078.9,276.317834
282.231027,368372467.8,276.264676
282.21247,365432087,276.21457
282.19493,359974144.5,276.16724
282.178739,357086708.5,276.121727
282.163713,354512843.4,276.077826
282.135713,620433790.1,275.89234
282.098666,620857601.8,275.742785
282.067306,614076938.4,275.615145
282.039885,610944111.3,275.502256
282.014807,609183303.9,275.400677
281.991329,569764707,275.319552
281.97252,530671050.6,275.255754
281.957335,487059405.4,275.208405
281.945569,441462353.4,275.176691
281.937037,385830022.4,275.156452
281.932365,328314725.8,275.147481
281.931292,269153562.7,275.149543
281.933614,208334899,275.162439
281.939173,199463163.4,275.166581
281.942946,191816928.6,275.165597
281.945636,187850430.4,275.16091
281.947331,179872230.2,275.154159
281.948717,153840132.2,275.149132
281.951573,124426991,275.145951
281.955948,98881567.34,275.143927
281.961295,73884177.89,275.143048
281.967523,84407185.18,275.139304
281.97136,94407555.84,275.133662
281.973533,101359844.3,275.127121
281.974684,111096563.1,275.119466
281.974724,117872578.6,275.110491
281.974103,124336512.7,275.100508
281.972916,130622418.9,275.089726
281.971237,136758997.2,275.078294
281.969124,180552143,275.051825
281.963174,222745043.3,275.014953
281.954316,261669676.6,274.970527
281.943268,299289703.7,274.920529
281.931098,261311131.3,274.945014
281.926547,220291770.6,275.041009
281.929547,180990458.8,275.195191
281.939596,146025968.7,275.396042
281.955903,125199135.4,275.631233
281.976757,106977672.5,275.893647
282.001672,91632537.17,276.176356
282.030005,74662243.16,276.474012
282.06148,65673238.66,276.782084
282.094834,57603379.23,277.095349
282.130904,50109929.78,277.409055
282.170163,43423437.19,277.718822
282.211947,18666919.79,278.018433
282.257303,-1734442.104,278.304199
282.305209,-19118368.18,278.573024
282.354766,-39281386.64,278.822356
282.405602,-25385549.52,279.049163
282.453983,-14368844.59,279.251189
282.499571,-718032.1812,279.425387
282.54154,12089356.22,279.569535
282.579403,27630011.24,279.679365
282.612382,40360738.91,279.754059
282.640251,54895050.12,279.791775
282.662427,68623849.82,279.791391
282.678656,96955369.39,279.752449
282.687406,122639198.9,279.674066
282.6889,144476936.4,279.555675
282.683723,164293800.7,279.397089
282.672643,159112623,279.198754
282.658993,156298817.3,278.961693
282.64415,152040221.1,278.690003
282.629667,144007882.3,278.440549
282.615963,126378099.9,278.236869
282.603914,103931058.8,278.068928
282.593955,80516431.81,277.930185
282.586166,59845284.01,277.815835
282.580291,115651551,277.704886
282.569333,172639416.7,277.598186
282.5532,225851719.5,277.496005
282.532253,271686804.2,277.398631
282.507181,301703090,277.291024
282.479442,329102497.9,277.177389
282.449285,354257956,277.060164
282.418077,377237237.3,276.94095
282.391212,341749317.2,276.846399
282.371683,308822480.3,276.770626
282.356769,275481292.5,276.71083
282.345159,238936628.3,276.665769
282.336379,254091298.7,276.617774
282.325206,272795985.9,276.568651
282.312068,287747756.4,276.51996
282.2978,303168844.2,276.472124
282.282563,321043497.5,276.421689
282.266255,336324817.8,276.370111
282.249233,351336169.5,276.317831
282.231537,368488541.5,276.264673
282.212976,365547120.5,276.214567
282.195432,360088130.2,276.167237
282.179256,357199651.3,276.121725
282.164247,354629142.7,276.077823
282.136278,620557093.8,275.892337
282.099239,620991299.9,275.742782
282.067883,614219295.4,275.615142
282.040464,611094642.8,275.502253
282.015386,609341416.7,275.400674
281.991906,569922697.9,275.319549
281.973095,530828511.1,275.255751
281.957907,487216207,275.208402
281.946139,441618392.8,275.176689
281.937607,385988748.6,275.15645
281.932937,328477042.8,275.147479
281.931867,269320062.2,275.149541
281.934191,208505831.9,275.162436
281.939754,199638540.1,275.166579
281.943528,191996621.3,275.165595
281.946218,188033946.5,275.160908
281.947913,180059604.4,275.154156
281.949299,154027515,275.149129
281.952155,124614341.1,275.145948
281.956532,99069036.34,275.143925
281.961879,74071885.21,275.143046
281.968108,84591593.89,275.139301
281.971946,94588945.18,275.13366
281.974121,101537988.6,275.127119
281.975273,111271462.9,275.119464
281.975314,118047850.6,275.110489
281.974694,124512169.3,275.100506
281.973508,130798390.7,275.089723
281.97183,136935243.1,275.078292
281.969718,180721296.9,275.051823
281.963769,222907059.5,275.014951
281.954913,261824959,274.970525
281.943867,299438033.1,274.920527
281.931699,261459944.2,274.945012
281.92715,220441128,275.041007
281.930151,181140267.5,275.195189
281.940202,146176162.7,275.39604
281.95651,125353423.4,275.631231
281.977365,107135737.4,275.893645
282.002279,91794547.86,276.176354
282.030612,74828101.23,276.47401
282.062086,65839073.25,276.782082
282.095439,57769102.5,277.095347
282.131494,50275554,277.409054
282.170738,43585090.2,277.718821
282.212508,18831830.64,278.018431
282.257849,-1566505.369,278.304197
282.305741,-18948088.16,278.573023
282.355282,-39108920.37,278.822354
282.406103,-25217829.6,279.049161
282.454469,-14205925.15,279.251187
282.500043,-559773.8232,279.425386
282.541998,12243093.93,279.569533
282.579848,27782282.26,279.679363
282.612814,40511292.63,279.754057
282.64067,55043982.46,279.791773
282.662833,68771045.43,279.791389
282.67905,97095569.8,279.752447
282.687787,122772609.1,279.674064
282.68927,144604101.3,279.555674
282.684083,164414873.8,279.397087
282.672992,159232463.1,279.198753
282.659333,156417305.2,278.961692
282.644479,152157447.1,278.690001
282.629987,144123772.3,278.440548
282.616274,126490579.3,278.236868
282.604216,104040183.2,278.068926
282.594247,80622324.99,277.930183
282.58645,59948068.11,277.815833
282.580567,115744318.6,277.704885
282.569601,172722685.3,277.598185
282.553462,225926016.4,277.496004
282.532509,271752840.5,277.39863
282.507433,301767705.6,277.291022
282.47969,329165882.3,277.177388
282.449528,354320142.7,277.060163
282.418406,377298255.7,276.940949
282.391588,341833910.7,276.846398
282.372082,308921373.9,276.770625
282.357178,275588807.4,276.710829
282.345572,239049466.1,276.665767
282.336791,254199836.3,276.617772
282.325617,272899181.8,276.56865
282.312476,287845487.8,276.519958
282.298205,303260824.9,276.472123
282.282965,321134812.8,276.421688
282.266654,336415470.1,276.370109
282.249628,351426081,276.31783
282.231929,368577672,276.264672
282.213365,365635452.3,276.214566
282.195817,360175657.4,276.167236
282.179652,357286377.7,276.121723
282.164658,354718446.1,276.077822
282.136711,620651775.1,275.892336
282.099679,621093962.5,275.742781
282.068326,614328606.8,275.615141
282.040908,611210230.9,275.502252
282.015831,609462826.2,275.400673
281.992349,570044013.7,275.319548
281.973537,530949419.5,275.25575
281.958347,487336609.4,275.208401
281.946578,441738209.7,275.176687
281.938048,386111280.4,275.156449
281.933381,328602806.5,275.147478
281.932313,269449256.3,275.14954
281.93464,208638473.1,275.162435
281.940203,199774537.4,275.166577
281.943978,192135828,275.165594
281.946669,188175963.2,275.160907
281.948363,180204456.7,275.154155
281.949749,154172236.4,275.149129
281.952605,124758916.9,275.145947
281.956981,99213601.34,275.143924
281.962329,74216547.56,275.143045
281.968558,84733642.45,275.1393
281.972397,94728608.21,275.133659
281.974573,101675102.9,275.127118
281.975726,111406037.6,275.119463
281.975768,118182675,275.110488
281.975148,124647257.3,275.100505
281.973963,130933693.2,275.089723
281.972286,137070732.1,275.078291
281.970174,180851313.7,275.051822
281.964226,223031573,275.01495
281.955371,261944283.3,274.970524
281.944327,299552002.6,274.920526
281.932161,261574274.6,274.945011
281.927614,220555867.4,275.041007
281.930616,181255345.2,275.195188
281.940667,146291528.8,275.396039
281.956976,125471927.2,275.631231
281.977831,107257135.6,275.893644
282.002745,91918970.37,276.176353
282.031078,74955472.75,276.47401
282.062551,65966421.47,276.782081
282.095904,57896360.4,277.095346
282.131947,50402731.37,277.409053
282.17118,43709217.97,277.71882
282.212939,18958459.84,278.01843
282.258268,-1437552.845,278.304196
282.306149,-18817336.47,278.573022
282.355679,-38976490.1,278.822353
282.406487,-25089044.04,279.04916
282.454842,-14080825.85,279.251186
282.500406,-438253.751,279.425385
282.54235,12361142.63,279.569532
282.58019,27899204.59,279.679363
282.613145,40626896.17,279.754056
282.640991,55158340.85,279.791772
282.663144,68884070.11,279.791388
282.679352,97203223.04,279.752447
282.68808,122875048.2,279.674064
282.689554,144701745,279.555673
282.684358,164507839.7,279.397086
282.67326,159324482.1,279.198752
282.659593,156508285.8,278.961691
282.644732,152247458.7,278.690001
282.630232,144212757.9,278.440547
282.616512,126576945.9,278.236867
282.604447,104123973.6,278.068926
282.594472,80703634.16,277.930183
282.586668,60026989.89,277.815833
282.580778,115815549.2,277.704884
282.569808,172786622.1,277.598184
282.553663,225983064.2,277.496003
282.532706,271803545.6,277.398629
282.507626,301817319.7,277.291022
282.47988,329214551,277.177387
282.449714,354367891.7,277.060162
282.418658,377345107.5,276.940948
282.391876,341898860.1,276.846397
282.372389,308997300.8,276.770624
282.357493,275671352.5,276.710828
282.345888,239136097.5,276.665767
282.337107,254283166,276.617772
282.325932,272978410.2,276.568649
282.312789,287920520.8,276.519958
282.298516,303331442.7,276.472122
282.283273,321204919.7,276.421688
282.26696,336485067.8,276.370109
282.249932,351495110,276.317829
282.23223,368646101.3,276.264672
282.213663,365703268.4,276.214566
282.196113,360242855.6,276.167235
282.179957,357352961,276.121723
282.164973,354787006.7,276.077822
282.137044,620724461.8,275.892335
282.100017,621172775.1,275.74278
282.068666,614412522.7,275.61514
282.04125,611298964.7,275.502252
282.016172,609556028.5,275.400673
281.992689,570137143.6,275.319548
281.973875,531042236.3,275.25575
281.958684,487429037.5,275.208401
281.946916,441830188.3,275.176687
281.938387,386205410.9,275.156448
281.933722,328699467,275.147477
281.932656,269548572.1,275.149539
281.934984,208740438.6,275.162435
281.940548,199879072.2,275.166577
281.944324,192242814.5,275.165594
281.947014,188285092.8,275.160907
281.948709,180315749.1,275.154155
281.950094,154283413.1,275.149128
281.95295,124869968.5,275.145947
281.957326,99324633.3,275.143923
281.962674,74327644.45,275.143045
281.968904,84842723.71,275.1393
281.972744,94835850.53,275.133659
281.97492,101780382.2,275.127118
281.976074,111509361.8,275.119463
281.976116,118286186.2,275.110488
281.975497,124750967,275.100504
281.974313,131037564.1,275.089722
281.972635,137174742.9,275.078291
281.970525,180951121,275.051821
281.964577,223127153.4,275.014949
281.955723,262035878.1,274.970524
281.94468,299639485.4,274.920526
281.932516,261662032.9,274.945011
281.927969,220643938.1,275.041006
281.930972,181343674.2,275.195188
281.941024,146380078,275.396039
281.957334,125562883.7,275.63123
281.978189,107350312.5,275.893644
282.003103,92014467.53,276.176353
282.031436,75053232.4,276.474009
282.062908,66064162.33,276.782081
282.09626,57994031.11,277.095346
282.132295,50500339.52,277.409052
282.171519,43804485.5,277.718819
282.213269,19055647.16,278.01843
282.25859,-1338582.447,278.304196
282.306462,-18716985.27,278.573022
282.355983,-38874850.66,278.822353
282.406783,-24990201.96,279.04916
282.455129,-13984813.01,279.251186
282.500684,-344987.9927,279.425385
282.54262,12451744.07,279.569532
282.580452,27988941.52,279.679362
282.6134,40715620.88,279.754056
282.641238,55246109.87,279.791772
282.663383,68970815.47,279.791388
282.679583,97285845.82,279.752446
282.688304,122953669.2,279.674063
282.689772,144776685.4,279.555673
282.68457,164579190,279.397086
282.673466,159395105.7,279.198752
282.659793,156578112.3,278.961691
282.644926,152316541.5,278.690001
282.630421,144281053.2,278.440547
282.616695,126643231.1,278.236867
282.604625,104188281.5,278.068925
282.594644,80766037.79,277.930183
282.586835,60087561.2,277.815832
282.580941,115870217.7,277.704884
282.569966,172835692.6,277.598184
282.553818,226026847.5,277.496003
282.532858,271842460.9,277.398629
282.507774,301855397.7,277.291021
282.480025,329251903.4,277.177387
282.449857,354404538.2,277.060162
282.418851,377381065.5,276.940948
282.392098,341948707,276.846397
282.372624,309055572.5,276.770624
