# water_k, water_j,reference_k
282.357734,275734703.4,276.710828
282.346132,239202584.4,276.665767
282.33735,254347118.8,276.617772
282.326173,273039215.4,276.568649
282.313029,287978106.1,276.519958
282.298754,303385639.5,276.472122
282.28351,321258724.3,276.421687
282.267195,336538481.8,276.370109
282.250165,351548087.4,276.317829
282.232461,368698618.5,276.264671
282.213892,365755314.9,276.214566
282.19634,360294427.9,276.167235
282.180191,357404061.5,276.121723
282.165214,354839624.3,276.077822
282.1373,620780245.5,275.892335
282.100276,621233260,275.74278
282.068927,614476924.1,275.61514
282.041511,611367063.6,275.502252
282.016434,609627556.5,275.400672
281.99295,570208616,275.319547
281.974136,531113468.4,275.25575
281.958943,487499971.3,275.208401
281.947175,441900777,275.176687
281.938648,386277651,275.156448
281.933984,328773648.5,275.147477
281.932919,269624791.3,275.149539
281.935248,208818691.1,275.162435
281.940814,199959296.4,275.166577
281.94459,192324920.1,275.165593
281.94728,188368843,275.160906
281.948974,180401158.8,275.154155
281.950359,154368734,275.149128
281.953214,124955193.3,275.145947
281.957591,99409842.86,275.143923
281.96294,74412903.7,275.143044
281.96917,84926435.95,275.1393
281.973009,94918151.36,275.133659
281.975186,101861176.3,275.127118
281.97634,111588655.4,275.119463
281.976383,118365623.3,275.110487
281.975765,124830556.3,275.100504
281.974581,131117276.9,275.089722
281.972904,137254563,275.078291
281.970793,181027715.1,275.051821
281.964847,223200503.6,275.014949
281.955993,262106169.7,274.970524
281.944951,299706621.1,274.920525
281.932788,261729380,274.945011
281.928242,220711524.9,275.041006
281.931246,181411459.2,275.195188
281.941298,146448031.9,275.396038
281.957608,125632684.8,275.63123
281.978463,107421817.6,275.893644
282.003378,92087753.16,276.176353
282.03171,75128254.22,276.474009
282.063182,66139169.69,276.78208
282.096534,58068984.58,277.095346
282.132562,50575244.91,277.409052
282.171779,43877594.65,277.718819
282.213523,19130229.55,278.01843
282.258837,-1262631.722,278.304196
282.306702,-18639974.93,278.573022
282.356216,-38796851.74,278.822353
282.407009,-24914349.78,279.04916
282.455349,-13911132.03,279.251186
282.500897,-273415.1756,279.425385
282.542827,12521272.26,279.569532
282.580653,28057806.24,279.679362
282.613595,40783708.8,279.754056
282.641427,55313464.37,279.791772
282.663567,69037384.39,279.791388
282.679761,97349251.02,279.752446
282.688477,123014003.4,279.674063
282.689939,144834195.1,279.555673
282.684733,164633944.6,279.397086
282.673624,159449302.5,279.198752
282.659947,156631697.5,278.961691
282.645075,152369555.9,278.69
282.630566,144333463.2,278.440547
282.616836,126694098.7,278.236867
282.604761,104237631.7,278.068925
282.594776,80813926.58,277.930182
282.586964,60134043.84,277.815832
282.581066,115912170.4,277.704884
282.570087,172873349.4,277.598184
282.553936,226060447,277.496003
282.532974,271872324.6,277.398629
282.507888,301884618.9,277.291021
282.480137,329280567.7,277.177387
282.449967,354432660.8,277.060162
282.419,377408659.7,276.940948
282.392268,341986959.7,276.846397
282.372804,309100290.4,276.770624
282.357919,275783319.1,276.710828
282.346318,239253606.7,276.665766
282.337536,254396196.5,276.617772
282.326359,273085877.5,276.568649
282.313213,288022297.4,276.519957
282.298937,303427230.4,276.472122
282.283692,321300014.3,276.421687
282.267375,336579471.8,276.370109
282.250344,351588742.5,276.317829
282.232639,368738920.4,276.264671
282.214068,365795255.6,276.214565
282.196514,360334004.7,276.167235
282.18037,357443276.1,276.121723
282.1654,354880003.2,276.077822
282.137496,620823054.2,275.892335
282.100475,621279676.4,275.74278
282.069128,614526346,275.61514
282.041712,611419322.8,275.502251
282.016635,609682447.4,275.400672
281.993151,570263464.2,275.319547
281.974335,531168132.2,275.25575
281.959141,487554406.1,275.208401
281.947374,441954947,275.176687
281.938847,386333088.2,275.156448
281.934185,328830575.7,275.147477
281.933121,269683282.1,275.149539
281.935451,208878742.3,275.162435
281.941017,200020860.6,275.166577
281.944793,192387928.2,275.165593
281.947484,188433113,275.160906
281.949178,180466702.4,275.154155
281.950562,154434209.5,275.149128
281.953418,125020595,275.145947
281.957795,99475232.83,275.143923
281.963143,74478331.79,275.143044
281.969373,84990676.85,275.1393
281.973214,94981309.14,275.133658
281.975391,101923177.9,275.127118
281.976545,111649505.5,275.119463
281.976589,118426583.5,275.110487
281.97597,124891633.2,275.100504
281.974787,131178448.6,275.089722
281.97311,137315817.1,275.078291
281.971,181086493.4,275.051821
281.965053,223256792.6,275.014949
281.956201,262160111.5,274.970524
281.945159,299758141.1,274.920525
281.932996,261781062.2,274.945011
281.928452,220763391,275.041006
281.931456,181463477.5,275.195188
281.941508,146500179.7,275.396038
281.957819,125686250.2,275.63123
281.978674,107476690.6,275.893644
282.003589,92143992.55,276.176353
282.031921,75185825.96,276.474009
282.063392,66196730.32,276.78208
282.096744,58126503.85,277.095346
282.132767,50632727.29,277.409052
282.171979,43933698.58,277.718819
282.213718,19187464.02,278.01843
282.259027,-1204347.2,278.304196
282.306886,-18580877.28,278.573021
282.356395,-38736995.46,278.822353
282.407183,-24856140.92,279.04916
282.455518,-13854589.37,279.251186
282.501061,-218490.3238,279.425384
282.542986,12574628.05,279.569532
282.580807,28110652.87,279.679362
282.613745,40835959.31,279.754056
282.641572,55365152.04,279.791772
282.663708,69088469.19,279.791388
282.679898,97397907.99,279.752446
282.688609,123060303.7,279.674063
282.690068,144878327.9,279.555673
282.684858,164675963.1,279.397086
282.673745,159490892.9,279.198752
282.660064,156672818.5,278.96169
282.64519,152410239,278.69
282.630677,144373682.5,278.440547
282.616943,126733134.3,278.236867
282.604865,104275502.8,278.068925
282.594878,80850676.24,277.930182
282.587062,60169714.43,277.815832
282.581161,115944364.7,277.704884
282.57018,172902247.1,277.598184
282.554027,226086231,277.496003
282.533063,271895241.9,277.398629
282.507976,301907043.1,277.291021
282.480223,329302564.6,277.177387
282.450051,354454241.9,277.060162
282.419114,377429835.4,276.940948
282.392398,342016314.7,276.846397
282.372943,309134606.9,276.770624
282.358061,275820626.7,276.710828
282.346461,239292761.1,276.665766
282.337679,254433858.6,276.617772
282.326501,273121686,276.568649
282.313355,288056209.6,276.519957
282.299078,303459147.1,276.472122
282.283831,321331700.1,276.421687
282.267513,336610927.5,276.370109
282.250481,351619941,276.317829
282.232775,368769847.9,276.264671
282.214203,365825905.9,276.214565
282.196647,360364375.9,276.167235
282.180508,357473369.4,276.121723
282.165542,354910990,276.077822
282.137646,620855905.5,275.892335
282.100627,621315296.2,275.74278
282.069282,614564272.3,275.61514
282.041867,611459426.5,275.502251
282.016789,609724570.5,275.400672
281.993305,570305554.5,275.319547
281.974488,531210081.1,275.25575
281.959294,487596179.2,275.2084
281.947527,441996516.9,275.176687
281.939001,386375630.7,275.156448
281.934339,328874261.4,275.147477
281.933276,269728167.9,275.149539
281.935607,208924825.5,275.162435
281.941173,200068104.9,275.166577
281.94495,192436280.4,275.165593
281.94764,188482433.7,275.160906
281.949334,180517000.5,275.154155
281.950718,154484455.2,275.149128
281.953574,125070784.1,275.145947
281.957951,99525412.96,275.143923
281.963299,74528541.16,275.143044
281.96953,85039975.18,275.1393
281.97337,95029776.28,275.133658
281.975548,101970757.8,275.127118
281.976702,111696201.7,275.119462
281.976746,118473364.2,275.110487
281.976128,124938503.5,275.100504
281.974945,131225391.6,275.089722
281.973268,137362823.3,275.078291
281.971158,181131599.8,275.051821
281.965212,223299988.6,275.014949
281.95636,262201506.3,274.970524
281.945319,299797677.5,274.920525
281.933157,261820723,274.945011
281.928612,220803193,275.041006
281.931617,181503396.1,275.195188
281.94167,146540197.8,275.396038
281.95798,125727356.2,275.63123
281.978836,107518800,275.893644
282.00375,92187150.54,276.176353
282.032082,75230006.39,276.474009
282.063554,66240902.23,276.78208
282.096905,58170644.01,277.095346
282.132924,50676839.13,277.409052
282.172132,43976752.6,277.718819
282.213867,19231385.62,278.01843
282.259172,-1159619.811,278.304196
282.307028,-18535525.9,278.573021
282.356533,-38691061.93,278.822353
282.407317,-24811471.62,279.04916
282.455647,-13811198.71,279.251186
282.501187,-176341.1768,279.425384
282.543108,12615573.09,279.569532
282.580926,28151207.19,279.679362
282.61386,40876056.15,279.754056
282.641684,55404816.96,279.791772
282.663816,69127671.47,279.791388
282.680002,97435247.15,279.752446
282.688711,123095834.3,279.674063
282.690166,144912195.2,279.555673
282.684953,164708207.8,279.397086
282.673838,159522809.3,279.198752
282.660155,156704374.7,278.96169
282.645278,152441459,278.69
282.630762,144404546.6,278.440547
282.617026,126763090,278.236867
282.604946,104304565,278.068925
282.594956,80878877.73,277.930182
282.587138,60197087.84,277.815832
282.581235,115969070.5,277.704884
282.570252,172924423.1,277.598184
282.554097,226106017.6,277.496003
282.533131,271912828.4,277.398629
282.508043,301924251.3,277.291021
282.480289,329319444.8,277.177387
282.450116,354470803.2,277.060162
282.419201,377446085.5,276.940948
282.392498,342038841.6,276.846397
282.373049,309160941.2,276.770624
282.35817,275849256.4,276.710828
282.346571,239322808.1,276.665766
282.337789,254462760.4,276.617772
282.32661,273149165.2,276.568649
282.313463,288082233.7,276.519957
282.299185,303483639.9,276.472122
282.283938,321356015.6,276.421687
282.267619,336635066.5,276.370109
282.250586,351643882.7,276.317829
282.232879,368793581.6,276.264671
282.214306,365849426.9,276.214565
282.19675,360387682.6,276.167235
282.180613,357496462.8,276.121723
282.165652,354934769,276.077822
282.137762,620881115.4,275.892335
282.100744,621342630.8,275.74278
282.0694,614593376.7,275.61514
282.041985,611490201.9,275.502251
282.016907,609756895.6,275.400672
281.993423,570337854.6,275.319547
281.974606,531242272.5,275.255749
281.959411,487628235.8,275.2084
281.947644,442028417.5,275.176687
281.939118,386408277.6,275.156448
281.934457,328907785.7,275.147477
281.933395,269762613.1,275.149539
281.935726,208960189.5,275.162435
281.941293,200104360,275.166577
281.94507,192473385.7,275.165593
281.94776,188520282.3,275.160906
281.949454,180555599,275.154155
281.950838,154523013.6,275.149128
281.953693,125109299.1,275.145947
281.95807,99563921.02,275.143923
281.963419,74567071.67,275.143044
281.96965,85077806.56,275.1393
281.97349,95066969.81,275.133658
281.975668,102007270.4,275.127118
281.976823,111732036.2,275.119462
281.976867,118509263.5,275.110487
281.976249,124974471.6,275.100504
281.975066,131261415.6,275.089722
281.973389,137398895.7,275.078291
281.971279,181166214.3,275.051821
281.965334,223333137.1,275.014949
281.956482,262233272.6,274.970524
281.945441,299828017.6,274.920525
281.93328,261851158.6,274.945011
281.928736,220833736.9,275.041006
281.93174,181534029.6,275.195188
281.941794,146570907.6,275.396038
281.958104,125758900.8,275.63123
281.97896,107551114.7,275.893644
282.003875,92220269.84,276.176353
282.032206,75263910.31,276.474009
282.063678,66274799.6,276.78208
282.097029,58204517.02,277.095346
282.133045,50710690.42,277.409052
282.17225,44009792.11,277.718819
282.213982,19265090.9,278.01843
282.259284,-1125296.169,278.304196
282.307137,-18500723.42,278.573021
282.356638,-38655812.71,278.822353
282.407419,-24777192.57,279.04916
282.455747,-13777900.89,279.251186
282.501283,-143996.0914,279.425384
282.543202,12646994.15,279.569532
282.581017,28182328.4,279.679362
282.613948,40906826.29,279.754056
282.641769,55435255.65,279.791772
282.663899,69157755.12,279.791388
282.680083,97463901.04,279.752446
282.688789,123123100.4,279.674063
282.690242,144938184.7,279.555673
282.685027,164732952.3,279.397086
282.67391,159547301.7,279.198752
282.660224,156728590.7,278.96169
282.645345,152465417,278.69
282.630827,144428231.6,278.440547
282.617089,126786077.8,278.236867
282.605007,104326867.1,278.068925
282.595016,80900519.41,277.930182
282.587196,60218094.05,277.815832
282.581291,115988029.6,277.704884
282.570307,172941440.8,277.598184
282.554151,226121201.6,277.496003
282.533183,271926324.3,277.398629
282.508094,301937456.7,277.291021
282.480339,329332398.7,277.177387
282.450166,354483512.2,277.060162
282.419269,377458555.7,276.940948
282.392575,342056128.6,276.846397
282.373131,309181150,276.770624
282.358254,275871226.7,276.710828
282.346656,239345866,276.665766
282.337873,254484939.5,276.617772
282.326694,273170252.7,276.568649
282.313546,288102204.6,276.519957
282.299268,303502435.6,276.472122
282.28402,321374675.3,276.421687
282.267701,336653590.6,276.370109
282.250667,351662255.5,276.317829
282.232959,368811794.8,276.264671
282.214386,365867476.8,276.214565
282.196829,360405568,276.167235
282.180694,357514184.6,276.121723
282.165736,354953017,276.077821
282.13785,620900461.4,275.892335
282.100834,621363607.2,275.74278
282.06949,614615711.4,275.61514
282.042076,611513818.8,275.502251
282.016998,609781701.8,275.400672
281.993513,570362641.5,275.319547
281.974696,531266976,275.255749
281.959501,487652835.9,275.2084
281.947733,442052897.9,275.176687
281.939209,386433330.7,275.156448
281.934548,328933512.2,275.147477
281.933487,269789046.1,275.149539
281.935818,208987327.8,275.162435
281.941385,200132182,275.166577
281.945162,192501860.2,275.165593
281.947852,188549327.1,275.160906
281.949546,180585219.4,275.154155
281.95093,154552603.1,275.149128
281.953785,125138855.3,275.145947
281.958162,99593471.96,275.143923
281.963511,74596639.84,275.143044
281.969742,85106838.21,275.1393
281.973583,95095511.97,275.133658
281.97576,102035290,275.127117
281.976915,111759535.4,275.119462
281.97696,118536812.5,275.110487
281.976342,125002073.4,275.100504
281.975159,131289060.2,275.089722
281.973482,137426577.5,275.078291
281.971373,181192777.4,275.051821
281.965427,223358575.1,275.014949
281.956575,262257649.9,274.970524
281.945535,299851300.4,274.920525
281.933374,261874514.7,274.945011
281.92883,220857176.2,275.041006
281.931835,181557537.6,275.195188
281.941889,146594474.2,275.396038
281.9582,125783108,275.63123
281.979055,107575912.8,275.893644
282.00397,92245685.46,276.176353
282.032302,75289928.05,276.474009
282.063773,66300812.32,276.78208
282.097124,58230511.05,277.095346
282.133137,50736667.77,277.409052
282.17234,44035146.5,277.718819
282.21407,19290956.2,278.01843
282.25937,-1098956.346,278.304196
282.30722,-18474016.14,278.573021
282.356719,-38628762.6,278.822353
282.407498,-24750886.97,279.04916
282.455823,-13752348.29,279.251186
282.501357,-119174.6187,279.425384
282.543274,12671106.53,279.569532
282.581086,28206210.67,279.679362
282.614015,40930439.16,279.754056
282.641835,55458614.14,279.791772
282.663962,69180841.16,279.791388
282.680144,97485889.9,279.752446
282.688849,123144024.2,279.674063
282.6903,144958129,279.555673
282.685083,164751941.1,279.397086
282.673964,159566097.1,279.198752
282.660277,156747173.9,278.96169
282.645397,152483802.3,278.69
282.630877,144446407.3,278.440547
282.617138,126803718.5,278.236867
282.605055,104343981.6,278.068925
282.595061,80917127.11,277.930182
282.587241,60234214.1,277.815832
282.581334,116002578.6,277.704884
282.570349,172954500,277.598184
282.554192,226132853.8,277.496003
282.533224,271936680.9,277.398629
282.508134,301947590.5,277.291021
282.480378,329342339.3,277.177387
282.450204,354493265,277.060162
282.41932,377468125.3,276.940948
282.392634,342069394.6,276.846397
282.373193,309196658.1,276.770624
282.358318,275888086.6,276.710828
282.34672,239363560.5,276.665766
282.337938,254501959.6,276.617772
282.326758,273186435.2,276.568649
282.31361,288117530.1,276.519957
282.299332,303516859.3,276.472122
282.284083,321388994.6,276.421687
282.267763,336667805.9,276.370109
282.250729,351676354.6,276.317829
282.233021,368825771.5,276.264671
282.214446,365881328.2,276.214565
282.196889,360419293.2,276.167235
282.180756,357527784.2,276.121723
282.1658,354967020.4,276.077821
282.137918,620915307.5,275.892335
282.100903,621379704.4,275.74278
282.06956,614632850.9,275.61514
282.042146,611531942.4,275.502251
282.017068,609800738,275.400672
281.993583,570381662.8,275.319547
281.974765,531285933.4,275.255749
281.95957,487671713.9,275.2084
281.947802,442071684.1,275.176687
281.939278,386452556.4,275.156448
281.934618,328953254.5,275.147477
281.933557,269809330.8,275.149539
281.935888,209008153.5,275.162435
281.941455,200153532.5,275.166577
281.945232,192523711.4,275.165593
281.947923,188571616,275.160906
281.949616,180607949.9,275.154155
281.951,154575310,275.149128
281.953856,125161536.6,275.145947
281.958233,99616149.22,275.143923
281.963582,74619330.32,275.143044
281.969813,85129116.98,275.1393
281.973653,95117415.11,275.133658
281.975831,102056792.2,275.127117
281.976986,111780638.2,275.119462
281.977031,118557953.5,275.110487
281.976413,125023254.9,275.100504
281.97523,131310274.5,275.089722
281.973554,137447820.4,275.078291
281.971444,181213161.7,275.051821
281.965499,223378096.2,275.014949
281.956647,262276356.9,274.970524
281.945607,299869167.6,274.920525
281.933446,261892438.1,274.945011
281.928903,220875163.4,275.041006
281.931908,181575577.5,275.195188
281.941962,146612559,275.396038
281.958273,125801684.5,275.63123
281.979128,107594942.8,275.893644
282.004043,92265189.3,276.176353
282.032375,75309893.94,276.474009
282.063846,66320774.37,276.78208
282.097197,58250458.75,277.095346
282.133208,50756602.68,277.409052
282.172409,44054603.35,277.718819
282.214137,19310805.11,278.01843
282.259435,-1078743.285,278.304196
282.307284,-18453521.09,278.573021
282.356782,-38608004.48,278.822353
282.407558,-24730700.18,279.04916
282.455881,-13732739.34,279.251186
282.501414,-100126.7412,279.425384
282.543329,12689610.25,279.569532
282.58114,28224537.81,279.679362
282.614067,40948559.55,279.754056
282.641885,55476539.34,279.791772
282.664011,69198557.28,279.791388
282.680192,97502764.04,279.752446
282.688894,123160081,279.674063
282.690344,144973434.2,279.555673
282.685126,164766513,279.397086
282.674006,159580520.5,279.198752
282.660318,156761434.6,278.96169
282.645436,152497911.1,278.69
282.630916,144460355.2,278.440547
282.617176,126817256,278.236867
282.605091,104357115.2,278.068925
282.595097,80929871.76,277.930182
282.587275,60246584.53,277.815832
282.581368,116013743.5,277.704884
282.570381,172964521.6,277.598184
282.554223,226141795.6,277.496003
282.533255,271944628.5,277.398629
282.508164,301955367.1,277.291021
282.480408,329349967.8,277.177387
282.450233,354500749.3,277.060162
282.41936,377475469,276.940948
282.392679,342079574.9,276.846397
282.373241,309208559,276.770624
282.358367,275901024.8,276.710828
282.34677,239377139.2,276.665766
282.337988,254515020.8,276.617772
282.326808,273198853.5,276.568649
282.313659,288129290.8,276.519957
282.29938,303527927.9,276.472122
282.284132,321399983.2,276.421687
282.267811,336678714.7,276.370109
282.250777,351687174.3,276.317829
282.233068,368836497.1,276.264671
282.214493,365891957.7,276.214565
282.196935,360429825.9,276.167235
282.180804,357538220.5,276.121723
282.165849,354977766.6,276.077821
282.13797,620926700.2,275.892335
282.100956,621392057.3,275.74278
282.069613,614646003.7,275.61514
282.042199,611545850.3,275.502251
282.017121,609815346.3,275.400672
281.993636,570396259.7,275.319547
281.974818,531300481.3,275.255749
281.959622,487686200.7,275.2084
281.947855,442086100.5,275.176687
281.939331,386467310,275.156448
281.934671,328968404.7,275.147477
281.93361,269824897.1,275.149539
281.935942,209024135.1,275.162435
281.941509,200169916.8,275.166577
281.945287,192540480,275.165593
281.947977,188588720.4,275.160906
281.94967,180625393.3,275.154155
281.951054,154592735.2,275.149128
281.95391,125178942.2,275.145947
281.958287,99633551.64,275.143923
281.963636,74636742.88,275.143044
281.969867,85146213.59,275.1393
281.973708,95134223.46,275.133658
281.975886,102073292.8,275.127117
281.977041,111796832.4,275.119462
281.977085,118574177,275.110487
281.976468,125039509.5,275.100504
281.975285,131326554.3,275.089722
281.973609,137464122.2,275.078291
281.971499,181228804.6,275.051821
281.965554,223393076.5,275.014949
281.956703,262290712.6,274.970524
281.945663,299882878.7,274.920525
281.933502,261906192.4,274.945011
281.928959,220888966.7,275.041006
281.931964,181589421.3,275.195188
281.942018,146626437.3,275.396038
281.958329,125815940,275.63123
281.979185,107609546.3,275.893644
282.004099,92280156.45,276.176353
282.032431,75325215.68,276.474009
282.063902,66336093.15,276.78208
282.097253,58265766.52,277.095346
282.133263,50771900.63,277.409052
282.172462,44069534.44,277.718819
282.214189,19326037.08,278.01843
282.259486,-1063231.882,278.304196
282.307333,-18437793.3,278.573021
282.356829,-38592074.8,278.822353
282.407604,-24715208.94,279.04916
282.455926,-13717691.54,279.251186
282.501458,-85509.4979,279.425384
282.543371,12703809.91,279.569532
282.581181,28238601.96,279.679362
282.614107,40962465.04,279.754056
282.641924,55490295.03,279.791772
282.664049,69212152.52,279.791388
282.680228,97515713.16,279.752446
282.68893,123172402.9,279.674063
282.690379,144985179.2,279.555673
282.685159,164777695.4,279.397086
282.674039,159591589,279.198752
282.66035,156772378.1,278.96169
282.645467,152508738.1,278.69
282.630945,144471058.7,278.440547
282.617204,126827644.5,278.236867
282.605119,104367193.8,278.068925
282.595124,80939651.93,277.930182
282.587301,60256077.53,277.815832
282.581393,116022311.4,277.704884
282.570406,172972212.2,277.598184
282.554247,226148657.5,277.496003
282.533278,271950727.5,277.398629
282.508187,301961334.9,277.291021
282.480431,329355821.8,277.177387
282.450255,354506492.7,277.060162
282.41939,377481104.4,276.940948
282.392714,342087387.1,276.846397
282.373278,309217691.7,276.770624
282.358405,275910953.6,276.710828
282.346808,239387559.5,276.665766
282.338026,254525043.9,276.617772
282.326845,273208383.2,276.568649
282.313697,288138315.9,276.519957
282.299418,303536422,276.472122
282.284169,321408415.8,276.421687
282.267848,336687086.1,276.370109
282.250813,351695477.2,276.317829
282.233104,368844727.9,276.264671
282.214529,365900114.8,276.214565
282.196971,360437908.6,276.167235
282.180841,357546229.2,276.121723
282.165887,354986013.1,276.077821
282.13801,620935443,275.892335
282.100997,621401536.9,275.74278
282.069654,614656097.1,275.61514
282.04224,611556523.1,275.502251
282.017162,609826556.6,275.400672
281.993677,570407461.3,275.319547
281.974859,531311645.2,275.255749
281.959663,487697317.9,275.2084
281.947896,442097163.6,275.176687
281.939372,386478631.9,275.156448
281.934712,328980030.8,275.147477
281.933652,269836842.6,275.149539
281.935984,209036399.3,275.162435
281.941551,200182490,275.166577
281.945328,192553348,275.165593
281.948019,188601846.2,275.160906
281.949712,180638779.2,275.154155
281.951096,154606107.2,275.149128
281.953951,125192299.1,275.145947
281.958329,99646906.17,275.143923
281.963677,74650105.2,275.143044
281.969908,85159333.45,275.1393
281.973749,95147122.11,275.133658
281.975927,102085955.4,275.127117
281.977083,111809259.8,275.119462
281.977127,118586626.8,275.110487
281.97651,125051983.2,275.100504
281.975327,131339047.4,275.089722
281.973651,137476632,275.078291
281.971541,181240808.8,275.051821
281.965596,223404572.4,275.014949
281.956745,262301729.1,274.970524
281.945705,299893400.6,274.920525
281.933545,261916747.4,274.945011
281.929001,220899559.2,275.041006
281.932007,181600044.9,275.195188
281.942061,146637087.4,275.396038
281.958372,125826879.6,275.63123
281.979228,107620752.9,275.893644
282.004142,92291642.17,276.176353
282.032474,75336973.5,276.474009
282.063945,66347848.7,276.78208
282.097296,58277513.62,277.095346
282.133304,50783640.2,277.409052
282.172503,44080992.49,277.718819
282.214229,19337726,278.01843
282.259525,-1051328.51,278.304196
282.307371,-18425723.87,278.573021
282.356866,-38579850.44,278.822353
282.40764,-24703321.04,279.04916
282.455961,-13706143.93,279.251186
282.501491,-74292.30359,279.425384
282.543404,12714706.65,279.569532
282.581213,28249394.71,279.679362
282.614138,40973136.04,279.754056
282.641954,55500851.08,279.791772
282.664078,69222585.44,279.791388
282.680256,97525650.24,279.752446
282.688957,123181858.7,279.674063
282.690405,144994192.3,279.555673
282.685185,164786276.7,279.397086
282.674063,159600082.9,279.198752
282.660374,156780776.2,278.96169
282.64549,152517046.7,278.69
282.630968,144479272.6,278.440547
282.617226,126835616.6,278.236867
282.60514,104374928.1,278.068925
282.595144,80947157.18,277.930182
282.587321,60263362.4,277.815832
282.581413,116028886.3,277.704884
282.570425,172978113.8,277.598184
282.554266,226153923.3,277.496003
282.533296,271955407.8,277.398629
282.508205,301965914.5,277.291021
282.480448,329360314.1,277.177387
282.450273,354510900.1,277.060162
282.419413,377485429,276.940948
282.39274,342093382.2,276.846397
282.373307,309224700,276.770624
282.358434,275918572.8,276.710828
282.346838,239395555.9,276.665766
282.338055,254532735.5,276.617772
282.326875,273215696.3,276.568649
282.313726,288145241.7,276.519957
282.299446,303542940.3,276.472122
282.284197,321414886.9,276.421687
282.267877,336693510.2,276.370109
282.250841,351701848.8,276.317829
282.233132,368851044.1,276.264671
282.214557,365906374.4,276.214565
282.196998,360444111.2,276.167235
282.180869,357552375.1,276.121723
282.165916,354992341.4,276.077821
282.138041,620942152.1,275.892335
282.101028,621408811.4,275.74278
282.069685,614663842.7,275.61514
282.042272,611564713.4,275.502251
282.017194,609835159.3,275.400672
281.993708,570416057.3,275.319547
281.97489,531320212.3,275.255749
281.959694,487705849.1,275.2084
281.947927,442105653.3,275.176687
281.939403,386487320.3,275.156448
281.934744,328988952.7,275.147477
281.933683,269846009.6,275.149539
281.936015,209045810.8,275.162435
281.941583,200192138.6,275.166577
281.94536,192563222.9,275.165593
281.948051,188611918.9,275.160906
281.949744,180649051.4,275.154155
281.951127,154616368.8,275.149128
281.953983,125202549.1,275.145947
281.95836,99657154.37,275.143923
281.963709,74660359.36,275.143044
281.96994,85169401.55,275.1393
281.973781,95157020.47,275.133658
281.975959,102095672.5,275.127117
281.977115,111818796.5,275.119462
281.977159,118596180.7,275.110487
281.976542,125061555.4,275.100504
281.975359,131348634.5,275.089722
281.973683,137486232,275.078291
281.971573,181250020.8,275.051821
281.965628,223413394.2,275.014949
281.956777,262310183,274.970524
281.945738,299901475,274.920525
281.933577,261924847.3,274.945011
281.929034,220907687.9,275.041006
281.93204,181608197.4,275.195188
281.942094,146645260.2,275.396038
281.958405,125835274.6,275.63123
281.979261,107629352.9,275.893644
282.004175,92300456.25,276.176353
282.032507,75345996.39,276.474009
282.063978,66356869.85,276.78208
282.097329,58286528.29,277.095346
282.133337,50792649.08,277.409052
282.172534,44089785.33,277.718819
282.214259,19346696.03,278.01843
282.259554,-1042193.927,278.304196
282.3074,-18416461.85,278.573021
282.356894,-38570469.54,278.822353
282.407667,-24694198.34,279.04916
282.455987,-13697282.37,279.251186
282.501517,-65684.29046,279.425384
282.543428,12723068.75,279.569532
282.581237,28257677.01,279.679362
282.614161,40981324.9,279.754056
282.641977,55508951.73,279.791772
282.6641,69230591.61,279.791388
282.680277,97533275.9,279.752446
282.688977,123189115,279.674063
282.690425,145001108.9,279.555673
282.685204,164792862,279.397086
282.674082,159606601.1,279.198752
282.660392,156787220.8,278.96169
282.645508,152523422.6,278.69
282.630985,144485575.9,278.440547
282.617243,126841734.3,278.236867
282.605156,104380863.3,278.068925
282.59516,80952916.67,277.930182
282.587337,60268952.77,277.815832
282.581428,116033931.9,277.704884
282.57044,172982642.7,277.598184
282.55428,226157964.2,277.496003
282.53331,271958999.4,277.398629
282.508219,301969428.8,277.291021
282.480462,329363761.5,277.177387
282.450286,354514282.3,277.060162
282.419431,377488747.7,276.940948
282.392761,342097982.8,276.846397
282.373328,309230078.2,276.770624
282.358457,275924419.8,276.710828
282.34686,239401692.3,276.665766
282.338077,254538638,276.617772
282.326897,273221308.3,276.568649
282.313748,288150556.6,276.519957
282.299468,303547942.4,276.472122
282.284219,321419852.8,276.421687
282.267898,336698440,276.370109
282.250863,351706738.3,276.317829
282.233153,368855891.2,276.264671
282.214578,365911178.1,276.214565
282.197019,360448871.1,276.167235
282.180891,357557091.4,276.121723
282.165939,354997197.8,276.077821
282.138065,620947300.7,275.892335
282.101052,621414393.9,275.74278
282.069709,614669786.6,275.61514
282.042296,611570998.6,275.502251
282.017218,609841761,275.400672
281.993732,570422653.9,275.319547
281.974914,531326786.7,275.255749
281.959718,487712396,275.2084
281.947951,442112168.3,275.176687
281.939427,386493987.7,275.156448
281.934768,328995799.3,275.147477
281.933708,269853044.2,275.149539
281.93604,209053033.1,275.162435
281.941607,200199542.9,275.166577
281.945385,192570800.8,275.165593
281.948075,188619648.6,275.160906
281.949768,180656934.3,275.154155
281.951152,154624243.5,275.149128
281.954008,125210414.9,275.145947
281.958385,99665018.77,275.143923
281.963734,74668228.36,275.143044
281.969965,85177127.76,275.1393
281.973806,95164616.41,275.133658
281.975984,102103129.4,275.127117
281.977139,111826114.9,275.119462
281.977184,118603512.4,275.110487
281.976567,125068901.1,275.100504
281.975384,131355991.6,275.089722
281.973708,137493599,275.078291
